lokasi,status,tipe,id_daftar_sekolah,id_prodi_pilihan_1,id_prodi_pilihan_2,avg_nilai_uan,avg_nilai_raport,is_diterima
0,1,1,148,7,9,90.0,85,0
0,0,1,2035,2,9,0.0,77,0
0,0,1,1033,10,9,0.0,86,1
0,1,1,2034,3,9,0.0,83,0
0,0,1,1987,3,9,0.0,0,0
1,1,1,522,10,9,0.0,80,1
0,1,1,2036,6,9,0.0,90,1
0,1,1,2037,2,9,0.0,82,0
0,1,1,343,3,9,0.0,78,0
0,0,1,3,7,9,0.0,80,0
1,1,1,1850,10,9,0.0,84,1
0,1,1,694,3,9,0.0,71,0
1,0,1,7,10,9,0.0,81,1
1,0,1,517,3,9,0.0,75,0
0,1,0,2038,10,9,0.0,69,0
0,1,1,205,10,9,81.0,78,1
0,0,1,2039,10,9,0.0,0,0
1,1,1,131,2,9,0.0,75,1
0,0,1,1113,4,9,0.0,0,0
1,1,1,2040,2,9,0.0,81,0
0,0,1,75,6,9,0.0,78,1
0,0,1,1573,3,9,0.0,76,0
0,1,1,2041,4,9,0.0,82,0
0,0,1,207,4,9,0.0,83,0
0,1,1,2206,6,9,0.0,90,1
0,0,1,44,10,9,0.0,77,1
0,0,1,2042,6,9,0.0,81,1
0,0,1,2043,6,9,0.0,77,1
0,1,1,439,7,9,89.0,85,0
1,1,1,41,7,9,0.0,86,0
0,1,1,1104,5,9,43.0,70,0
0,0,1,7,10,9,81.0,75,1
1,0,1,8,6,9,0.0,83,1
0,1,1,93,6,9,0.0,85,1
1,0,1,1115,10,9,0.0,77,1
0,1,1,148,7,9,0.0,85,0
0,0,1,68,5,9,80.0,81,0
1,1,0,129,4,9,69.75,0,0
1,1,1,2044,8,9,0.0,85,0
0,1,0,1705,10,9,0.0,78,1
0,1,1,343,10,9,94.0,87,1
0,0,1,0,7,9,0.0,73,0
0,1,1,1015,10,9,0.0,78,1
1,0,1,7,7,9,0.0,74,0
0,1,1,1012,10,9,57.0,91,1
0,1,1,2045,4,9,54.0,77,0
0,1,1,881,7,9,0.0,88,0
0,1,1,2046,10,9,87.0,85,1
1,1,1,2047,6,9,0.0,89,1
1,0,1,591,5,9,0.0,78,0
1,1,1,289,7,9,0.0,80,0
0,1,1,1944,7,9,0.0,82,0
1,0,1,59,7,9,0.0,88,0
1,1,1,41,10,9,0.0,84,1
0,1,1,232,5,9,0.0,87,0
0,1,1,1200,6,9,0.0,78,0
1,0,1,8,6,9,0.0,84,0
0,1,1,343,6,9,96.0,92,0
1,1,1,2241,6,9,30.0,83,0
1,1,1,483,10,9,81.0,77,1
1,1,1,17,6,9,0.0,82,1
1,1,1,1943,6,9,0.0,84,0
1,1,1,2048,4,9,85.0,75,0
0,1,1,148,10,9,0.0,83,1
0,0,1,688,7,9,0.0,85,0
0,0,1,2296,4,9,0.0,78,0
0,0,1,928,4,9,0.0,84,0
0,0,1,180,10,9,0.0,74,1
0,0,1,616,10,9,0.0,79,1
0,0,1,369,7,9,0.0,78,0
0,1,1,416,5,9,86.0,86,0
1,0,1,216,3,9,81.0,77,0
1,1,0,2049,10,9,0.0,87,1
0,1,1,2411,4,9,0.0,87,0
1,1,1,127,10,9,0.0,78,1
1,1,1,2050,7,9,85.0,82,0
0,1,1,1058,4,9,0.0,72,0
0,0,0,531,10,9,0.0,83,1
0,0,1,104,5,9,80.0,81,0
0,1,1,447,10,9,0.0,80,1
1,1,1,2051,3,9,24.0,85,0
0,1,1,2219,3,9,0.0,73,0
0,0,1,281,10,9,0.0,76,1
1,0,1,980,7,9,0.0,86,0
0,0,1,622,3,9,0.0,77,0
0,1,1,1001,10,9,0.0,81,1
0,1,1,2052,10,9,45.0,87,1
1,1,1,91,11,9,0.0,83,0
1,0,1,87,9,1,0.0,87,1
1,0,1,8,9,1,0.0,87,1
1,0,1,87,9,10,0.0,86,1
0,1,0,461,9,1,0.0,61,1
0,1,1,187,9,1,0.0,80,1
0,1,1,544,9,10,0.0,83,1
0,1,0,2156,9,10,0.0,71,1
0,0,1,2158,9,4,0.0,87,1
0,1,1,401,9,10,0.0,89,1
0,1,1,95,9,3,0.0,88,1
0,0,1,1298,9,10,0.0,79,1
0,0,1,1415,9,10,0.0,81,1
1,0,1,558,9,1,0.0,75,1
0,1,0,319,9,10,0.0,85,1
1,1,1,97,9,4,0.0,89,1
1,1,1,2161,9,8,0.0,22,1
0,1,1,2046,9,10,0.0,47,1
0,1,0,703,10,9,0.0,17,1
0,1,1,401,9,1,0.0,83,1
1,1,1,160,9,1,0.0,82,1
0,0,1,444,9,10,0.0,94,1
0,0,1,180,9,1,0.0,83,1
1,1,1,1058,9,10,0.0,83,1
0,0,1,2035,9,8,0.0,80,1
1,0,1,7,9,8,0.0,84,1
0,0,1,1679,9,1,0.0,85,1
0,1,1,1598,9,10,0.0,87,1
0,0,1,444,9,7,0.0,90,1
0,1,1,2166,9,1,0.0,83,1
1,1,1,1288,9,1,0.0,88,1
1,1,1,810,9,1,0.0,85,1
0,1,1,1944,9,10,0.0,88,1
0,1,1,942,9,4,0.0,81,1
0,1,1,663,9,10,0.0,84,1
0,1,1,724,9,3,0.0,91,1
0,1,1,246,9,11,0.0,52,1
