id_daftar_sekolah,sekolah_asal,tipe_sekolah_asal,kodepos_sekolah,jenis_sekolah,is_deleted,tanggal_input,tanggal_update,id_lokasi
199,SMA NEGERI 88 JAKARTA,NEGERI,13780,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,157
200,SMA SEMINARI MENENGAH SANTO PETRUS CANISIUS MERTOYUDAN,SWASTA,56172,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,184
201,SMA NEGERI 10 YOGYAKARTA,NEGERI,55122,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,215
202,ESG. NINO CONIS SANTANA,SWASTA,1,LUAR NEGERI,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,2
203,SMA NEGERI 2 TUMIJAJAR,NEGERI,34594,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,134
204,SMA NEGERI 1 MASAMBA,NEGERI,92961,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,398
205,SMA NEGERI 1 BIAK,NEGERI,98116,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,464
206,SMA NEGERI 1 NEGARA,NEGERI,82218,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,261
207,SMA KRISTEN WAIBAKUL,SWASTA,87282,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,287
208,SMA NEGERI 1 PELEPAT ILIR,NEGERI,37252,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,95
209,SMA NEGERI 3 SALATIGA,NEGERI,50711,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,212
210,SMA NEGERI 1 BATAM,NEGERI,29444,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,151
211,SMA NEGERI 64 JAKARTA,NEGERI,13840,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,157
212,SMA NEGERI 1 SANGATTA UTARA,NEGERI,75683,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,343
213,SMA NEGERI 3 BANJAR,NEGERI,46311,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,179
214,SMA NEGERI 1 BOJA,NEGERI,51381,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,210
215,SMA NEGERI 1 BERASTAGI,NEGERI,22152,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,52
216,SMA NEGERI 1 BAE KUDUS,NEGERI,59322,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,205
217,SMA NEGERI 2 WONOSOBO,NEGERI,56361,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,191
218,SMA NEGERI 2 NGABANG,NEGERI,79357,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,294
219,PKBM WIJAYA KUSUMA YOGYAKARTA,SWASTA,55167,LUAR NEGERI,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,215
220,SMK PUSTEK SERPONG,SWASTA,15322,SMK,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,253
221,SMA NEGERI 1 TAMIANG LAYANG,NEGERI,73617,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,311
222,SMA NEGERI 1 BALIGE,NEGERI,22312,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,40
223,SMA KATOLIK SANTO FRANSISKUS ASSISI,SWASTA,75119,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,336
224,SMA NEGERI 3 PANGKALANBUN,NEGERI,74112,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,310
225,SMA KRISTEN EBEN HAEZER IBU,SWASTA,97754,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,442
226,SMA NEGERI 5 MAGELANG,NEGERI,56114,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,184
227,SMA K EKKLESIA,SWASTA,79672,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,306
228,SMA NEGERI 1 KASOKANDEL,NEGERI,45453,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,168
229,SMA YPPK YOHANES XXIII,SWASTA,99613,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,474
230,SMA KARYA KASIH PARINDU,SWASTA,78561,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,305
231,SMA NEGERI 1 TAHUNA,NEGERI,95816,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,355
232,SMA NEGERI 1 SIAU TIMUR,NEGERI,95861,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,358
233,SMA NEGERI 7 DUSUN SELATAN,NEGERI,73711,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,317
234,SMA NEGERI 5 AMBON,NEGERI,97231,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,437
235,SMA NEGERI 1 KARANGDOWO,NEGERI,57464,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,204
236,SMA NEGERI 1 SUBAH,NEGERI,51262,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,186
237,SMA NEGERI 1 SUNGAI RAYA,NEGERI,78391,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,297
238,SMA KATOLIK PENDOWO MAGELANG,SWASTA,56115,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,184
239,SMA NEGERI 3 LUWUK,NEGERI,94711,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,375
240,SMA NEGERI 1 TUAL,NEGERI,97611,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,441
241,SMA NEGERI 1 WAIKABUBAK,NEGERI,87217,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,286
242,SMA NEGERI 7 SURAKARTA,NEGERI,57154,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,211
243,SMK TEKNO SA SURAKARTA,SWASTA,57138,SMK,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,211
244,SMA VIANNEY,SWASTA,11740,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,156
245,SMA NEGERI 1 KETAHUN,NEGERI,38361,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,120
246,SMA NEGERI 1 MERAUKE,NEGERI,99616,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,474
247,SMA NEGERI UNGGULAN SAUMLAKI,NEGERI,97464,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,431
248,SMA METHODIST 1 MEDAN,SWASTA,20152,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,54
249,SMA YPK 2 BIAK,SWASTA,98111,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,464
250,SMA NEGERI 112 JAKARTA,NEGERI,11620,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,156
251,SMA NEGERI 1 CANDIPORO,NEGERI,35356,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,132
252,SMA KRISTEN YBPK TEMPURSARI,SWASTA,67375,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,234
253,SMA KEMALA BHAYANGKARI 3,SWASTA,61274,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,237
254,SMA NEGERI 4 LAHAT,NEGERI,31419,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,102
255,SMA NEGERI 1 GONDANG,NEGERI,57254,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,207
256,SMA NEGERI 1 KANDANGAN,NEGERI,71211,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,332
257,SMA NEGERI 22 SURABAYA,NEGERI,60222,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,224
258,SMA NEGERI 1 KENCONG,NEGERI,68167,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,225
259,SMA KRISTEN YBPK 1 SURABAYA,SWASTA,60131,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,224
260,SMA K 1 PENABUR JAKARTA,SWASTA,10710,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,159
261,SMAK YOS SUDARSO DOBO,SWASTA,97665,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,440
262,SMA NEGERI 2 PURWOREJO,NEGERI,54211,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,193
263,SMA NEGERI 2 SANGGAU,NEGERI,78512,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,305
264,SMA NEGERI TIAKUR,NEGERI,97454,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,436
265,SMA NEGERI 2 LUBUKLINGGAU,NEGERI,31628,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,113
266,SMA NEGERI 1 NUNUKAN,NEGERI,77482,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,346
267,SMK NEGERI 1 SAMPIT,NEGERI,74311,SMK,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,308
268,SMK NASIONAL DEPOK,NEGERI,16512,SMK,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,161
269,SMA NEGERI 1 BOJONEGORO,NEGERI,62111,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,231
270,SMA KATOLIK SANTO THOMAS,SWASTA,55165,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,215
271,SMA NEGERI 2 SAMBAS,NEGERI,79462,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,303
272,SMA NEGERI 9 MANADO,NEGERI,95115,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,359
273,SMA NEGERI 12 AMBON,NEGERI,97117,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,437
274,SMK NEGERI 4 MAKASSAR,NEGERI,90155,SMK,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,395
275,SMA NEGERI 1 SINTANG,NEGERI,78613,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,296
276,SMA NEGERI 2 TANJUNG PINANG,NEGERI,29124,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,152
277,SMA NEGERI 1 NABIRE PAPUA,NEGERI,98817,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,469
278,SMA YPK FAKFAK,SWASTA,98611,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,486
279,SMA NEGERI 1 MELONGUANE,NEGERI,95885,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,357
280,SMA IMMANUEL LAMPUNG,SWASTA,35214,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,139
281,SMA METHODIST,SWASTA,23126,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,21
282,SMA GEMBALA BAIK PONTIANAK,SWASTA,78124,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,299
283,SMA K SANTO PAULUS JEMBER,SWASTA,68137,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,225
284,SMA NEGERI 1 KEFAMENANU,NEGERI,85613,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,281
285,SMA NEGERI 1 SALATIGA,NEGERI,50711,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,212
286,SMA KATOLIK REX MUNDI MANADO,SWASTA,95111,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,359
287,SMA NEGERI 1 MAMUJU,NEGERI,91511,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,425
288,SMA NEGERI 1 PURBALINGGA,NEGERI,53312,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,182
289,SMA NEGERI 6 YOGYAKARTA,NEGERI,55223,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,215
290,SMA BUDHI WARMAN 2,SWASTA,13710,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,157
291,SMA BUDI MULIA SAUMLAKI,SWASTA,97464,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,431
292,SMA KATOLIK CINTA KASIH,SWASTA,20631,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,56
293,SMA NEGERI 1 GUNUNG SITOLI,NEGERI,22871,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,51
294,SMA ADVENT AMBIA,SWASTA,95883,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,357
295,SMK PETRA TIMIKA,SWASTA,99910,SMK,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,470
296,SMA YPPGI WAMENA,SWASTA,99511,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,461
297,SMA XAVERIUS AMBON,SWASTA,97124,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,437
298,SMA KATOLIK VILLANOVA,SWASTA,98311,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,482
299,SMA PIUS BAKTI UTAMA,SWASTA,54222,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,193
300,SMA NEGERI 1 TOBELO,NEGERI,97762,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,451
301,SMA NEGERI 1 PANDIH BATU,NEGERI,74871,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,313
302,SMA NEGERI 1 MENGWI,NEGERI,80351,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,260
303,SMA NEGERI 1 SURAKARTA,NEGERI,57134,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,211
304,SMA MUHAMMADIYAH 1 YOGYAKARTA,SWASTA,55241,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,215
305,SMK YASHAKI NABIRE,SWASTA,98818,SMK,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,469
306,SMA NEGERI 2 NEGARA,NEGERI,82218,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,261
307,SMA AGAPE TANJUNG SELOR,SWASTA,77212,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,347
308,SMA NEGERI 1 LEDO,NEGERI,79284,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,301
309,SMA NEGERI 4 PALANGKA RAYA,NEGERI,73111,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,321
310,SMK NEGERI 1 GOMBONG,NEGERI,54416,SMK,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,183
311,COLEGIO PAULO VI,SWASTA,1,LUAR NEGERI,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,2
312,SMA KARTIKA KLATEN,SWASTA,57411,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,204
313,SMA NEGERI 1 SIDOARJO,NEGERI,61252,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,237
314,SMA NEGERI 1 REMBANG,NEGERI,59214,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,203
315,SMA NEGERI 1 KUTOWINANGUN,NEGERI,54393,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,183
316,SMA NEGERI 1 BEO,NEGERI,95881,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,357
317,SMA NEGERI 1 MULIA,NEGERI,98911,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,459
318,SMA NEGERI 1 MAKALE,NEGERI,91811,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,397
319,SMA NEGERI 1 LUWUK,NEGERI,94711,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,375
320,SMA NEGERI 1 GLAGAH,NEGERI,68432,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,229
321,SMA CAHAYA HARAPAN INDONESIA SEJAHTERA,SWASTA,80224,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,263
322,SMA NEGERI 1 SANGGAU LEDO,NEGERI,79284,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,301
323,SMA NEGERI 1 PASANGKAYU,NEGERI,91571,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,427
324,SMA NEGERI 5 MAKASSAR,NEGERI,90233,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,395
325,SMA NEGERI 1 MAGETAN,NEGERI,63313,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,233
326,SMA NEGERI 2 KETAPANG,NEGERI,78821,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,295
327,SMK NEGERI 2 TANJUNG SELOR,NEGERI,77212,SMK,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,347
328,SMA NEGERI 3 DENPASAR,NEGERI,80235,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,263
329,SMA NEGERI 2 FAKFAK,NEGERI,98611,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,486
330,SMA NEGERI 6 MAKASSAR,NEGERI,90244,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,395
331,SMA LABORATORIUM UNDIKSHA,SWASTA,81116,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,262
332,SMA SEMINARI SINAR BUANA,SWASTA,87254,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,285
333,SMA NEGERI 1 SANGATTA SELATAN,NEGERI,75683,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,343
334,SMA NEGERI 2 JAKARTA,NEGERI,11130,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,156
335,SMA NEGERI 17 MAKASSAR,NEGERI,90211,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,395
336,SMA MUHAMMADIYAH 3 YOGYAKARTA,SWASTA,55252,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,215
337,SMA NEGERI 4 BATAM,NEGERI,29425,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,151
338,SMK NEGERI 1 MAMASA,NEGERI,91362,SMK,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,430
339,SMA NEGERI 1 KOTAGAJAH,NEGERI,34153,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,128
340,SMA DHARMA PUTRA JAKARTA,SWASTA,14320,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,155
341,SMA YPPK SANTO THOMAS WAMENA,SWASTA,99511,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,461
342,SMA SWASTA YAPIM NAMORAMBE,SWASTA,20356,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,48
343,SMA NEGERI 2 RANTEPAO,NEGERI,91835,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,392
344,SMA NEGERI 4 MALINAU,NEGERI,77555,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,345
345,SMA NEGERI 9 JAKARTA,NEGERI,13650,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,157
346,SMA NEGERI 1 WEWEWA UTARA,NEGERI,87252,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,285
347,SMA NEGERI 2 AMBON,NEGERI,97124,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,437
348,SMA KRISTEN PAYETI,SWASTA,87113,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,288
349,SMA NEGERI 1 PALANGKA RAYA,NEGERI,73111,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,321
350,SMA K COR JESU,SWASTA,1,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,2
351,SMA BINA TARUNA PAPUA,SWASTA,98357,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,487
352,SMA NEGERI 9 SURABAYA,NEGERI,60272,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,224
353,SMA NEGERI 1 ARSO,NEGERI,99468,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,476
354,SMK NEGERI 1 KOTA MADIUN,NEGERI,63119,SMK,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,242
355,SMA NEGERI 1 KETUNGAU HILIR,NEGERI,78652,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,296
356,SMK NEGERI 2 PALU,NEGERI,94111,SMK,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,377
357,SMA KATOLIK XAVERIUS,SWASTA,25119,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,69
358,SMK UNGGUL SAKTI JAMBI,SWASTA,36142,SMK,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,99
359,SMA NEGERI 72 JAKARTA UTARA,NEGERI,14240,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,155
360,SMA NEGERI 2 MANOKWARI,NEGERI,98312,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,482
361,SMUK SANTO ANTONIO,SWASTA,1,LUAR NEGERI,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,2
362,SMA KATOLIK PANCASILA BORONG,SWASTA,86571,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,290
363,SMA NEGERI 5 BALIKPAPAN,NEGERI,76115,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,344
364,SMK NEGERI 3 YOGYAKARTA,NEGERI,55233,SMK,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,215
365,SMA KRISTEN 1 SALATIGA,SWASTA,50721,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,212
366,SMK NEGERI 2 MANOKWARI,NEGERI,98312,SMK,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,482
367,SMA NEGERI 1 KAIMANA,NEGERI,98654,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,483
368,SMA NEGERI 1 WONRELI,NEGERI,97454,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,436
369,SMA SANTO THOMAS 1 MEDAN,SWASTA,20112,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,54
370,SMK DHARMA WIRAWAN PUTERA,SWASTA,67128,SMK,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,230
371,SMA SANTO ARNOLDUS MUKUN,SWASTA,86572,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,290
372,SMA GKST 2 TENTENA,SWASTA,94663,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,371
373,SMA YPK 1 BIAK KOTA,SWASTA,98118,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,464
374,SMA KRISTEN SUNODIA,SWASTA,75117,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,336
375,SMK NEGERI 2 BULIK,NEGERI,74611,SMK,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,314
376,SMA NEGERI 1 BANJAR MARGO,NEGERI,34595,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,133
377,SMA NEGERI 1 BANJAR AGUNG,NEGERI,34682,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,133
378,SMA NEGERI 1 KOMODO,NEGERI,86754,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,293
379,SMA KRISTEN IMMANUEL SAMARINDA,SWASTA,75123,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,336
380,SMA KATOLIK MAKALE,SWASTA,91814,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,397
381,SMA NEGERI 3 KEDIRI,NEGERI,64131,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,219
382,SMK KRISTEN TAGARI RANTEPAO,SWASTA,91832,SMK,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,392
383,SMA NEGERI 1 PP TERSELATAN,NEGERI,97454,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,436
384,SMA NEGERI 1 GUNUNG TIMANG,NEGERI,73862,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,319
385,SMA NEGERI 1 BATANG,NEGERI,51211,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,186
386,SMA NEGERI 1 LOSARANG,NEGERI,45253,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,167
387,SMA NEGERI 1 RETEH,NEGERI,29273,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,78
388,SMK NEGERI 2 ENDE,NEGERI,86317,SMK,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,276
389,SMA NEGERI 1 KRAYAN,NEGERI,77456,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,346
390,SMA MANIAMAS NGABANG,SWASTA,79357,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,294
391,SMA NEGERI MODEL TERPADU MADANI PALU,NEGERI,94118,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,377
392,SMA NEGERI 2 PANGKAL PINANG,NEGERI,33148,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,146
393,SMA NEGERI 1 PALU,NEGERI,94111,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,377
394,SMA YPK TEMINABUAN,SWASTA,98454,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,485
395,SMA NEGERI 1 WATES,NEGERI,55651,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,217
396,SMK PENERBANGAN AAG ADISUTJIPTO YOGYAKARTA,SWASTA,55281,SMK,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,213
397,SMA NEGERI 1 PANGKALPINANG,NEGERI,33125,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,146
