id_daftar_sekolah,sekolah_asal,tipe_sekolah_asal,kodepos_sekolah,jenis_sekolah,is_deleted,tanggal_input,tanggal_update,id_lokasi
1364,SMK NEGERI 1 SANGGAU LEDO,NEGERI,79284,SMK,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,301
1365,SMAK THOMAS AQUINO,SWASTA,80351,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,260
1366,SMK NEGERI 1 BALIGE,NEGERI,22312,SMK,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,40
1367,SMK KRISTEN IMMANUEL 1,SWASTA,78121,SMK,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,299
1368,SMK NEGERI 7 MEDAN,NEGERI,20219,SMK,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,54
1369,SMA NEGERI 2 PEMANTANG SIANTAR,NEGERI,21146,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,46
1370,SMK PIRI 2 YOGYAKARTA,SWASTA,55225,SMK,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,215
1371,SMK SWASTA FALIERA NIAS,SWASTA,22815,SMK,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,51
1372,SMA NEGERI 3 BONTANG,NEGERI,75313,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,341
1373,SMA RK BINTANG TIMUR RANTAU PRAPAT,SWASTA,21413,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,47
1374,SMK CAKRA BUANA,SWASTA,16432,SMK,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,161
1375,SMA NEGERI 1 MERTOYUDAN,NEGERI,56172,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,184
1376,SMA NEGERI 1 BANYUMAS,NEGERI,53192,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,190
1377,PKBM EMPHATY MEDAN,SWASTA,20131,PKBM,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,54
1378,SMA K TIRTAMARTA BPK PENABUR JAKARTA SELATAN,SWASTA,12310,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,158
1379,SMA PERGURUAN ADVENT 15 JAKARTA,SWASTA,13730,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,157
1380,SMA SENTOSA PEMANGKAT,SWASTA,79453,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,303
1381,SMA NEGERI 2 KATINGAN HILIR,NEGERI,74413,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,316
1382,SMK NEGERI 1 SEDAYU,NEGERI,55752,SMK,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,214
1383,SMK BHAKTI INDONESIA MEDIKA,SWASTA,74111,SMK,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,310
1384,SMA NEGERI 3 BLITAR,NEGERI,66122,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,236
1385,SMA BUDI UTAMA,SWASTA,55284,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,213
1386,SMA NEGERI 1 NGAGLIK,NEGERI,55581,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,213
1387,SMA NEGERI 4 MUARA TEWEH,NEGERI,73811,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,319
1388,SMK DHARMA PATRA P BRANDAN,SWASTA,20857,SMK,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,32
1389,SMA NEGERI 2 MAGETAN,NEGERI,63319,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,233
1390,SMA NEGERI 2 KUTA,NEGERI,80361,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,260
1391,SMK KARTINI BATAM,SWASTA,29444,SMK,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,151
1392,SMA NEGERI 1 MUNTILAN,NEGERI,56413,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,184
1393,SMK NEGERI 4 SURAKARTA,NEGERI,57143,SMK,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,211
1394,SMA NEGERI 5 KOTA MADIUN,NEGERI,63139,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,242
1395,SMK WIYASA,SWASTA,56112,SMK,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,184
1396,TECHNOSA HOMESCHOOLING,SWASTA,15326,HOMESCHOOLING,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,253
1397,SMA NEGERI 1 BUNUT HULU,NEGERI,78762,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,302
1398,SMK FARMASI BPK PENABUR JAKARTA,SWASTA,10710,SMK,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,159
1399,SMA NEGERI 1 KEPAHIANG,NEGERI,39372,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,122
1400,SMK NEGERI 2 SINGKAWANG,NEGERI,79116,SMK,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,304
1401,SMA DJUWITA,SWASTA,20154,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,54
1402,SMA NEGERI 1 PRINGSEWU,NEGERI,35373,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,130
1403,SMA NEGERI 2 SAMALANTAN,NEGERI,79281,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,301
1404,SMK NEGERI 7 SAMARINDA,NEGERI,75117,SMK,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,336
1405,SMA NEGERI 1 PEMALI BANGKA,NEGERI,33255,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,143
1406,SMA KESATUAN BANGSA BANTUL,SWASTA,55752,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,214
1407,SMA NEGERI 10 SAMARINDA,NEGERI,75131,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,336
1408,SMA DHARMA LOKA PEKANBARU,SWASTA,28292,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,81
1409,SMA NEGERI 2 SANGATTA UTARA,NEGERI,75683,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,343
1410,SMA NEGERI 3 LUWU TIMUR,NEGERI,92982,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,386
1411,SMA PLUS MELATI SAMARINDA,SWASTA,75131,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,336
1412,SMK NEGERI 2 WONOSARI,NEGERI,55813,SMK,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,216
1413,SMK NEGERI 1 NABIRE,NEGERI,98817,SMK,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,469
1414,SMA NEGERI 6 GARUT,NEGERI,44151,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,176
1415,SMA BHAKTI SETIA,SWASTA,79672,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,306
1416,SMA IMMERSION PONOROGO,SWASTA,63491,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,243
1417,SMA NEGERI 1 NANGA TAMAN,NEGERI,79584,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,307
1418,SMA NEGERI 1 SEPUTIH BANYAK,NEGERI,34156,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,128
1419,SAO PEDRO SENIOR LLIGH,SWASTA,1,LUAR NEGERI,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,2
1420,SMA NEGERI 2 DUMAI,NEGERI,28813,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,88
1421,SMA NEGERI 3 PATI,NEGERI,59113,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,194
1422,PKBM PIONEER KARANGANYAR,SWASTA,57731,PKBM,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,196
1423,SMK MARDIKENYA PURWOKERTO,SWASTA,53116,SMK,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,190
1424,SMA NEGERI SRANDAKAN,NEGERI,55762,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,214
1425,SMA NEGERI 1 PURWANTORO,NEGERI,57695,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,209
1426,SMK BATAM BUSINESS SCHOOL,SWASTA,29444,SMK,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,151
1427,SMA NEGERI 1 BAMBANGLIPURO,NEGERI,55764,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,214
1428,SMA NEGERI 1 KUSAN HILIR,NEGERI,72273,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,328
1429,SMA NEGERI 11 LUWU,NEGERI,91952,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,393
1430,SMA GANDHI MEMORIAL INTERCONTINENTAL SCHOOL,SWASTA,80226,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,263
1431,SMA NEGERI 2 KUDUS,NEGERI,59316,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,205
1432,SMA NEGERI 1 KOLAKA,NEGERI,93517,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,403
1433,SEKOLAH MENENGAH JURUSAN,SWASTA,75766,SMK,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,335
1434,SMA S ADVENT 1 JAKARTA,SWASTA,10450,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,159
1435,SMK NEGERI 1 TRENGGALEK,NEGERI,66315,SMK,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,247
1436,SMK NEGERI 1 TANJUNG SELOR,NEGERI,77214,SMK,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,347
1437,SMK KRISTEN 1 SURAKARTA,SWASTA,57128,SMK,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,211
1438,SMA KATOLIK SANTO CAROLUS,SWASTA,60236,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,224
1439,SMK NEGERI 1 KETAPANG,NEGERI,78821,SMK,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,295
1440,SMA NEGERI 1 BANDAR PETALANGAN,NEGERI,28382,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,80
1441,SMA NEGERI 4 JAKARTA,NEGERI,10110,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,159
1442,SMA ADVENT MAKASSAR,SWASTA,90112,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,395
1443,SMK PANGUDI LUHUR MUNTILAN,SWASTA,56412,SMK,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,184
1444,SMK PGRI 35 JAKARTA,SWASTA,11720,SMK,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,156
1445,SMA NEGERI 1 DOLOK PANRIBUAN,NEGERI,21173,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,31
1446,SMA NEGERI 1 BATU,NEGERI,65314,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,248
1447,SMU SANTO AGUSTINUS,SWASTA,53371,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,182
1448,SMA GAJAH MADA 3 PALEMBANG,SWASTA,30257,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,101
1449,SMA NEGERI 3 PURWOREJO,NEGERI,54173,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,193
1450,SMK NEGERI 1 KARAWANG,NEGERI,41316,SMK,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,162
1451,SMA KHATOLIK SOVERDI,SWASTA,80361,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,260
1452,SMA NEGERI 1 MERBAU MATARAM,NEGERI,35357,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,132
1453,SMA NEGERI 62 JAKARTA,NEGERI,13540,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,157
1454,SMK STRADA 1 JAKARTA,SWASTA,10610,SMK,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,159
1455,SMA NEGERI 1 PLERET,NEGERI,55791,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,214
1456,SMA NEGERI 1 PRINGSURAT,NEGERI,56195,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,206
1457,SMA NEGERI 1 DUKUN,NEGERI,56482,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,184
1458,SMA NEGERI 6 SURAKARTA,NEGERI,57135,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,211
1459,SMA KRISTEN MARANATHA,SWASTA,78242,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,299
1460,SMA NEGERI 6 SURABAYA,NEGERI,60271,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,224
1461,SMK NEGERI BUKAPITING,NEGERI,85872,SMK,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,275
1462,SMA NEGERI 1 WAY TENONG,NEGERI,34884,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,136
1463,SMA NEGERI 1 KOKAP,NEGERI,55653,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,217
1464,SMA GLOBAL TOURISM ANUGRAH,SWASTA,80114,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,263
1465,SMA NEGERI 1 WEWEWA TIMUR,NEGERI,87252,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,285
1466,SMA NEGERI 6 MATARAM,NEGERI,83237,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,264
1467,SMA NEGERI 1 TEWANG SANGALANG,NEGERI,74452,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,316
1468,SMA NEGERI 1 BUNGURAN TIMUR,NEGERI,29783,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,148
1469,SMA BUDI BAKTI SAMARINDA,SWASTA,75119,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,336
1470,SMA NEGERI 1 TANDUN,NEGERI,28554,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,85
1471,SMK SMTI YOGYAKARTA,SWASTA,55166,SMK,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,215
1472,SMA NEGERI 1 TABUKAN UTARA,NEGERI,95856,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,355
1473,SMA NEGERI 1 BELITUNG,NEGERI,33411,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,141
1474,SMA NEGERI 1 MELIAU,NEGERI,78571,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,305
1475,SMK KRISTEN 5 KLATEN,SWASTA,57424,SMK,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,204
1476,SMA NEGERI 1 TERBANGGI BESAR,NEGERI,34163,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,128
1477,SMA NEGERI 1 BINTAN,NEGERI,29151,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,149
1478,SMA XAVERIUS 1 JAMBI,SWASTA,36138,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,99
1479,SMA NEGERI 1 MADANG SUKU 3,NEGERI,32152,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,110
1480,SMA K SINAR KASIH NAGA P,SWASTA,79672,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,306
1481,SMA SWASTA OSTROM METHODIST,SWASTA,20632,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,56
1482,SMA NEGERI 1 RASAU JAYA,NEGERI,78391,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,297
1483,SMA TUNAS MUDA KAWASI,SWASTA,97792,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,448
1484,SMA HANG TUAH TARAKAN,SWASTA,77113,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,349
1485,SMU KRISTEN TERPADU,SWASTA,77456,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,346
1486,SMA NEGERI 1 TANJUNG PALAS UTARA,NEGERI,77215,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,347
1487,SMK YPT I PURBALINGGA,SWASTA,53371,SMK,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,182
1488,SMA CENDANA MANDAU,SWASTA,28784,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,83
1489,SMA NEGERI 9 SAMARINDA,NEGERI,75112,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,336
1490,SMK DAYA BHINA,SWASTA,35213,SMK,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,128
1491,SMA BINA MULIA PONTIANAK,SWASTA,78124,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,299
1492,SMK NEGERI 1 BULIK,NEGERI,74162,SMK,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,314
1493,SMK NEGERI 1 BANJARMASIN,NEGERI,70115,SMK,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,329
1494,SMA METHODIST LANGKAT,SWASTA,20772,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,32
1495,SMA NEGERI 13 MAKASSAR,NEGERI,90235,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,395
1496,SMK SULTAN SYARIF KASIM,SWASTA,28773,SMK,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,89
1497,SMA NEGERI 1 TUJUH BELAS,NEGERI,79251,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,301
1498,SMA BPK PENABUR CIANJUR,SWASTA,43214,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,178
1499,SMA MARDI YUANA CIANJUR,SWASTA,43212,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,178
1500,SMA NEGERI 10 JAMBI,NEGERI,36361,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,92
1501,SMA NEGERI 3 MAGETAN,NEGERI,63319,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,233
1502,SMK NEGERI 6 BALIKPAPAN,NEGERI,76136,SMK,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,344
1503,SMA NEGERI 2 KAIMANA,NEGERI,98654,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,483
1504,SMA NEGERI 1 KURUN,NEGERI,74571,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,320
1505,SMA NEGERI BATURADEN,NEGERI,53151,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,190
1506,SMA NEGERI 17 MEDAN,NEGERI,20136,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,54
1507,SMK NEGERI 2 TEBO,NEGERI,37553,SMK,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,90
1508,SMAK GPID SUMBERSARI,SWASTA,94471,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,368
1509,SMK NEGERI 1 PALU,NEGERI,94112,SMK,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,377
1510,SMA NEGERI 1 TAWANGSARI,NEGERI,57561,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,195
1511,SMA PANCA MARGA 1,SWASTA,62214,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,238
1512,SMA NEGERI 5 KEDIRI,NEGERI,64114,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,219
1513,SMA NEGERI 6 HALMAHERA,NEGERI,97792,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,448
1514,SMA NEGERI 1 DUMAI,NEGERI,28826,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,88
1515,SMK KRISTEN KOTAMOBAGU,SWASTA,95711,SMK,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,363
1516,SAO MIGUEL ARCANJO,SWASTA,1,LUAR NEGERI,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,2
1517,SMA NEGERI 1 BENGKALIS,NEGERI,28712,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,83
1518,SMA NEGERI 1 KAMBERA,NEGERI,87116,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,288
1519,SMA NEGERI 3 PANGKALAN BUN,NEGERI,74112,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,310
1520,SMA LENTERA HARAPAN,SWASTA,34595,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,133
1521,SMA NEGERI 3 BANYUASIN III,NEGERI,30953,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,107
1522,SMA IGNATIUS SLAMET RIYADI,SWASTA,13770,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,157
1523,SMA SAMPOERNA INTERNATIONAL SCHOOL,SWASTA,12510,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,158
1524,SMA NEGERI 8 SURAKARTA,NEGERI,57127,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,211
1525,SMK SWASTA EMMANUEL,SWASTA,22815,SMK,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,51
1526,SMA NEGERI 1 OKU,NEGERI,32112,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,110
1527,SMA MARDI YUANA PANCORAN MAS,SWASTA,16431,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,161
1528,SMA NEGERI BENLUTU,NEGERI,85511,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,273
1529,SMK NAWA BHAKTI KEBUMEN,NEGERI,54317,SMK,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,183
1530,SMK NEGERI 1 SARUDU,NEGERI,91571,SMK,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,427
1531,SMA PANGUDI LUHUR SANTO VINCENTIUS GIRIWOYO,SWASTA,57675,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,209
1532,SMA NEGERI 3 BIAK,NEGERI,98111,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,464
1533,SMA YADIKA 2 JAKARTA BARAT,SWASTA,15157,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,156
1534,SMA NEGERI 8 OKU,NEGERI,32191,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,110
1535,SMK PAGUNTAKA TARAKAN,SWASTA,77111,SMK,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,349
1536,SMA NEGERI 1 ROWOKELE,NEGERI,54472,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,183
1537,SMA NEGERI 3 SRAGEN,NEGERI,57212,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,207
1538,SMA PGRI TEGUH SEMPURNA,SWASTA,74356,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,308
1539,SMA NEGERI 1 GEDEG,NEGERI,61351,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,241
1540,SMA NEGERI 1 BANGLI,NEGERI,80613,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,257
1541,SMA NEGERI 10 SURABAYA,NEGERI,60237,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,224
1542,SMA NEGERI 3 PRABUMULIH,NEGERI,31111,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,114
1543,SMA NEGERI 1 TEMPEL,NEGERI,55552,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,213
1544,SMA NEGERI 1 SANGA DESA,NEGERI,30759,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,104
1545,SMA NEGERI 2 DEMAK,NEGERI,59511,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,202
1546,SMK DR. SUTOMO TEMANGGUNG,SWASTA,56212,SMK,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,206
1547,SMA NEGERI 6 BALIKPAPAN,NEGERI,76136,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,344
1548,SMA KATOLIK SANTO YOSESP,SWASTA,94711,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,375
1549,SMA AGAPE SAHU,SWASTA,97753,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,442
1550,SMA NEGERI 1 SERAM BARAT,NEGERI,97562,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,433
1551,SMA ANGKASA MAROS,SWASTA,90552,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,378
1552,SMA GADJAH MADA YOGYAKARTA,SWASTA,55121,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,215
1553,SMA NEGERI 1 TRENGGALEK,NEGERI,66316,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,247
1554,SMA SANTO FRANSISKUS,SWASTA,79214,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,301
1555,SMA FONS VITAE 2 JAKARTA,SWASTA,14270,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,155
1556,SMK PGRI 1 PONOGORO,SWASTA,63416,SMK,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,243
1557,SMA NEGERI 1 PACITAN,NEGERI,63515,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,239
1558,COLLEGE SAINT PETER,SWASTA,1,LUAR NEGERI,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,2
1559,SMA SANTO FAMILIA WAE NAKENG,SWASTA,86753,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,293
